[Sep 18 10:24:48.361]  INFO app: Start server_ip=154.12.235.41
[Sep 18 10:27:35.388]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:27:35.905] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:27:35.905] ERROR app: Failed to get dd and fp file from ticket act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 7afHJUkQDSdM7A9Zb4MHzbkLQEghkBRW53GZJo4uZugE id=7afHJUkQDSdM7A9Zb4MHzbkLQEghkBRW53GZJo4uZugE reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:35.905] ERROR app: Could not get the fingerprint for this file hash act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 7afHJUkQDSdM7A9Zb4MHzbkLQEghkBRW53GZJo4uZugE id=7afHJUkQDSdM7A9Zb4MHzbkLQEghkBRW53GZJo4uZugE reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:35.979]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:27:36.437] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:27:36.437] ERROR app: Failed to get dd and fp file from ticket act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 72L2wRqnzPWDnjW5eQpzgxsSA7m3GSWJnkDj2NWmo9xr id=72L2wRqnzPWDnjW5eQpzgxsSA7m3GSWJnkDj2NWmo9xr reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:36.437] ERROR app: Could not get the fingerprint for this file hash act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 72L2wRqnzPWDnjW5eQpzgxsSA7m3GSWJnkDj2NWmo9xr id=72L2wRqnzPWDnjW5eQpzgxsSA7m3GSWJnkDj2NWmo9xr reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:36.511]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:27:37.008] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:27:37.008] ERROR app: Failed to get dd and fp file from ticket act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 3F6sYfuETRDdPZ2LFRg4v2Yfu4ZzvZC2Y7d6ipTvY5Fo id=3F6sYfuETRDdPZ2LFRg4v2Yfu4ZzvZC2Y7d6ipTvY5Fo reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:37.008] ERROR app: Could not get the fingerprint for this file hash act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 3F6sYfuETRDdPZ2LFRg4v2Yfu4ZzvZC2Y7d6ipTvY5Fo id=3F6sYfuETRDdPZ2LFRg4v2Yfu4ZzvZC2Y7d6ipTvY5Fo reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:37.081]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:27:37.521] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:27:37.521] ERROR app: Failed to get dd and fp file from ticket act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 9TN9nahLxxN9FWonoVHsW3gDmotcJurh7cXymBg9GNA6 id=9TN9nahLxxN9FWonoVHsW3gDmotcJurh7cXymBg9GNA6 reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:37.521] ERROR app: Could not get the fingerprint for this file hash act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 9TN9nahLxxN9FWonoVHsW3gDmotcJurh7cXymBg9GNA6 id=9TN9nahLxxN9FWonoVHsW3gDmotcJurh7cXymBg9GNA6 reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:37.595]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:27:38.029] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:27:38.029] ERROR app: Failed to get dd and fp file from ticket act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 7rjhdmCmKnfiX5He4FojaXDukntiiW5RTTVJZ9bHhkUX id=7rjhdmCmKnfiX5He4FojaXDukntiiW5RTTVJZ9bHhkUX reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:38.029] ERROR app: Could not get the fingerprint for this file hash act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 7rjhdmCmKnfiX5He4FojaXDukntiiW5RTTVJZ9bHhkUX id=7rjhdmCmKnfiX5He4FojaXDukntiiW5RTTVJZ9bHhkUX reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:38.103]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:27:38.579] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:27:38.579] ERROR app: Failed to get dd and fp file from ticket act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - CtvnzTY9sbcFuziKt2iZL8WnSyi85wi1vwJqJBt6SFxe id=CtvnzTY9sbcFuziKt2iZL8WnSyi85wi1vwJqJBt6SFxe reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:38.579] ERROR app: Could not get the fingerprint for this file hash act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - CtvnzTY9sbcFuziKt2iZL8WnSyi85wi1vwJqJBt6SFxe id=CtvnzTY9sbcFuziKt2iZL8WnSyi85wi1vwJqJBt6SFxe reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:38.653]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:27:40.445] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:27:40.445] ERROR app: Failed to get dd and fp file from ticket act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - F2m1pWZdndBpG7bQZPhNhD1B1G1jGn35c2Dr28fRdy7U id=F2m1pWZdndBpG7bQZPhNhD1B1G1jGn35c2Dr28fRdy7U reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:40.445] ERROR app: Could not get the fingerprint for this file hash act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - F2m1pWZdndBpG7bQZPhNhD1B1G1jGn35c2Dr28fRdy7U id=F2m1pWZdndBpG7bQZPhNhD1B1G1jGn35c2Dr28fRdy7U reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:40.519]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:27:40.992] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:27:40.992] ERROR app: Failed to get dd and fp file from ticket act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 2VoVTgqHhMwNs9GiCqx66kdVb7YkmtmiZ9oCJxjkJDj6 id=2VoVTgqHhMwNs9GiCqx66kdVb7YkmtmiZ9oCJxjkJDj6 reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:40.992] ERROR app: Could not get the fingerprint for this file hash act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 2VoVTgqHhMwNs9GiCqx66kdVb7YkmtmiZ9oCJxjkJDj6 id=2VoVTgqHhMwNs9GiCqx66kdVb7YkmtmiZ9oCJxjkJDj6 reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:41.066]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:27:41.563] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:27:41.563] ERROR app: Failed to get dd and fp file from ticket act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - AKBqWPTohtFEvFGU3gZq3Ys9Ye7qogYctjxQE51ozH7a id=AKBqWPTohtFEvFGU3gZq3Ys9Ye7qogYctjxQE51ozH7a reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:41.563] ERROR app: Could not get the fingerprint for this file hash act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - AKBqWPTohtFEvFGU3gZq3Ys9Ye7qogYctjxQE51ozH7a id=AKBqWPTohtFEvFGU3gZq3Ys9Ye7qogYctjxQE51ozH7a reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:41.637]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:27:42.083] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:27:42.083] ERROR app: Failed to get dd and fp file from ticket act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 8mRJ8osZcM6jBSytAqSSrLF5Ja5jspPiVszKD91JpcYw id=8mRJ8osZcM6jBSytAqSSrLF5Ja5jspPiVszKD91JpcYw reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:42.083] ERROR app: Could not get the fingerprint for this file hash act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 8mRJ8osZcM6jBSytAqSSrLF5Ja5jspPiVszKD91JpcYw id=8mRJ8osZcM6jBSytAqSSrLF5Ja5jspPiVszKD91JpcYw reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:42.157]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:27:42.191]  INFO app: cleaned up reg ticket successfully reg_txid=030e0f51f35829d1ee5db832977096258e59f1802aef89a3e2b0d64bb5a34b88 server_ip=154.12.235.41
[Sep 18 10:27:42.193]  INFO app: cleaning up reg ticket current block=345056 reg-block-height=117765 reg_txid=43e3685bee79d73c564bada7b6db526d4be797ac9ade4b1b559cedc4c60bab2a server_ip=154.12.235.41 ticket-height=117765
[Sep 18 10:27:42.652] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:27:42.652] ERROR app: Failed to get dd and fp file from ticket act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - HkPRcUpUKsZ9zijdMsLvEqgqsRffywfDd86ASmRexfMF id=HkPRcUpUKsZ9zijdMsLvEqgqsRffywfDd86ASmRexfMF reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:42.652] ERROR app: Could not get the fingerprint for this file hash act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - HkPRcUpUKsZ9zijdMsLvEqgqsRffywfDd86ASmRexfMF id=HkPRcUpUKsZ9zijdMsLvEqgqsRffywfDd86ASmRexfMF reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:42.726]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:27:43.219] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:27:43.219] ERROR app: Failed to get dd and fp file from ticket act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 4FWKL5BVuEjHcaHDFC74dvDDQX3dgUs32MQMkooeGGoQ id=4FWKL5BVuEjHcaHDFC74dvDDQX3dgUs32MQMkooeGGoQ reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:43.219] ERROR app: Could not get the fingerprint for this file hash act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 4FWKL5BVuEjHcaHDFC74dvDDQX3dgUs32MQMkooeGGoQ id=4FWKL5BVuEjHcaHDFC74dvDDQX3dgUs32MQMkooeGGoQ reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:43.293]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:27:43.765] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:27:43.765] ERROR app: Failed to get dd and fp file from ticket act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - omMKMpLGFcUAL2XxNUUyqxZryko7LQFivhiL4TLSwD8 id=omMKMpLGFcUAL2XxNUUyqxZryko7LQFivhiL4TLSwD8 reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:43.765] ERROR app: Could not get the fingerprint for this file hash act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - omMKMpLGFcUAL2XxNUUyqxZryko7LQFivhiL4TLSwD8 id=omMKMpLGFcUAL2XxNUUyqxZryko7LQFivhiL4TLSwD8 reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:43.839]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:27:44.338] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:27:44.338] ERROR app: Failed to get dd and fp file from ticket act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 4UEWgTwQi7grv1xPW55fYXEM6xp6pKfyRP18sGFqaEB7 id=4UEWgTwQi7grv1xPW55fYXEM6xp6pKfyRP18sGFqaEB7 reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:44.338] ERROR app: Could not get the fingerprint for this file hash act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 4UEWgTwQi7grv1xPW55fYXEM6xp6pKfyRP18sGFqaEB7 id=4UEWgTwQi7grv1xPW55fYXEM6xp6pKfyRP18sGFqaEB7 reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:44.411]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:27:44.858] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:27:44.858] ERROR app: Failed to get dd and fp file from ticket act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 7tMNKWMGTy2WxwVxcEsdxNbzqhJLZEsp7QvwVFciVdAa id=7tMNKWMGTy2WxwVxcEsdxNbzqhJLZEsp7QvwVFciVdAa reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:44.858] ERROR app: Could not get the fingerprint for this file hash act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 7tMNKWMGTy2WxwVxcEsdxNbzqhJLZEsp7QvwVFciVdAa id=7tMNKWMGTy2WxwVxcEsdxNbzqhJLZEsp7QvwVFciVdAa reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:44.932]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:27:45.409] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:27:45.409] ERROR app: Failed to get dd and fp file from ticket act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 4Lagvd1XZ8G7zNR6Sy3gHHRZWKP5Ks9W5coBFytDxS9f id=4Lagvd1XZ8G7zNR6Sy3gHHRZWKP5Ks9W5coBFytDxS9f reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:45.409] ERROR app: Could not get the fingerprint for this file hash act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 4Lagvd1XZ8G7zNR6Sy3gHHRZWKP5Ks9W5coBFytDxS9f id=4Lagvd1XZ8G7zNR6Sy3gHHRZWKP5Ks9W5coBFytDxS9f reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:45.484]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:27:45.992] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:27:45.992] ERROR app: Failed to get dd and fp file from ticket act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - Fwy1Gt65eQxQKmXGWHfd3NJsYA4xmWCFnvGZy73q7LND id=Fwy1Gt65eQxQKmXGWHfd3NJsYA4xmWCFnvGZy73q7LND reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:45.992] ERROR app: Could not get the fingerprint for this file hash act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - Fwy1Gt65eQxQKmXGWHfd3NJsYA4xmWCFnvGZy73q7LND id=Fwy1Gt65eQxQKmXGWHfd3NJsYA4xmWCFnvGZy73q7LND reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:46.066]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:27:46.507] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:27:46.508] ERROR app: Failed to get dd and fp file from ticket act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 7nGiixJW2mbMwMLSh2qQ7nwA4orEoUEFXQT7jNy8aFfX id=7nGiixJW2mbMwMLSh2qQ7nwA4orEoUEFXQT7jNy8aFfX reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:46.508] ERROR app: Could not get the fingerprint for this file hash act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 7nGiixJW2mbMwMLSh2qQ7nwA4orEoUEFXQT7jNy8aFfX id=7nGiixJW2mbMwMLSh2qQ7nwA4orEoUEFXQT7jNy8aFfX reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:46.580]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:27:47.015] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:27:47.015] ERROR app: Failed to get dd and fp file from ticket act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 7eEPeTd2UVi3m9Uj6tKec9xCoR48LytDxbmEpqH5RtFP id=7eEPeTd2UVi3m9Uj6tKec9xCoR48LytDxbmEpqH5RtFP reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:47.015] ERROR app: Could not get the fingerprint for this file hash act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 7eEPeTd2UVi3m9Uj6tKec9xCoR48LytDxbmEpqH5RtFP id=7eEPeTd2UVi3m9Uj6tKec9xCoR48LytDxbmEpqH5RtFP reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:47.089]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:27:47.594] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:27:47.594] ERROR app: Failed to get dd and fp file from ticket act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 9v8B24RWa1vtmChgEehzaUcZTo683kDjBtCtNFTe8EhB id=9v8B24RWa1vtmChgEehzaUcZTo683kDjBtCtNFTe8EhB reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:47.594] ERROR app: Could not get the fingerprint for this file hash act-txid=7130c04f1e096747cbc1cbaf829cb24f14e152c78d3f4e5344614265beb433a4 error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 9v8B24RWa1vtmChgEehzaUcZTo683kDjBtCtNFTe8EhB id=9v8B24RWa1vtmChgEehzaUcZTo683kDjBtCtNFTe8EhB reg-txid=d4ea237377891acbfb1ac4db57051f3b958aaebc8d76739f1903b4021147ee8a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:27:47.670]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:27:48.151] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
